"","BC.r1","BC.r2","BC.r3","Pre.r1","Pre.r2","Pre.r3","Pos.r1","Pos.r2","Pos.r3"
"PHYBL_107166T0",80,64,63,111,67,47,31,35,32
"PHYBL_107208T0",0,0,0,0,0,0,0,0,0
"PHYBL_107209T0",1318,1396,1292,1112,928,641,741,480,672
"PHYBL_107213T0",0,0,0,0,0,0,0,0,0
"PHYBL_107230T0",15,26,18,150,182,77,126,114,108
"PHYBL_107242T0",3500,3460,3849,4297,3029,2949,1742,2018,2667
"PHYBL_107279T0",1194,1196,1194,631,513,493,223,196,189
"PHYBL_107287T0",1134,1511,1278,1127,1117,1239,780,1432,1086
"PHYBL_107289T0",5020,5001,5655,8708,6941,4382,3403,2430,3154
"PHYBL_107337T0",77,51,54,132,67,43,47,23,48
"PHYBL_107369T0",1912,2031,2198,1240,988,736,715,743,653
"PHYBL_107388T0",98,129,131,57,37,36,53,38,45
"PHYBL_107391T0",20538,26638,27197,34569,26603,32496,12087,8875,15407
"PHYBL_107422T0",835,827,900,1496,1193,828,518,457,525
"PHYBL_107449T0",230,318,278,223,159,132,106,92,124
"PHYBL_107475T0",5670,6430,6528,5546,4642,4494,3310,2869,3407
"PHYBL_107479T0",1669,2013,2439,2975,1480,1812,603,708,925
"PHYBL_107504T0",397,497,702,470,349,404,372,294,343
"PHYBL_107518T0",287,187,216,361,300,189,90,94,144
"PHYBL_107523T0",330,447,517,485,311,440,258,254,298
"PHYBL_107524T0",39,39,61,107,74,218,39,42,23
"PHYBL_107542T0",154,68,119,17,14,8,26,49,52
"PHYBL_107575T0",502,962,761,630,669,578,126,149,234
"PHYBL_107587T0",6620,6609,6721,5526,4911,3168,3192,2214,3031
"PHYBL_107631T0",25,29,27,33,9,17,9,5,15
"PHYBL_107632T0",0,1.5,0,0.520371426228487,0,0,0,0,0
"PHYBL_107633T0",318,302,376,323,273,203,133,90,87
"PHYBL_107642T0",757,723,766,886,608,683,585,504,701
"PHYBL_107650T0",1564,2016,2224,2622,1689,2056,1058,907,1155
"PHYBL_107673T0",428,424,525,1996,1104,1524,657,573,842
"PHYBL_107716T0",153,159,164,30,19,16,3,4,9
"PHYBL_107729T0",97,75,55,51,38,41,27,34,35
"PHYBL_107741T0",37,24,32,5,7,4,10,8,9
"PHYBL_107845T0",52,52,101,35,28,30,33,21,30
"PHYBL_107857T0",5319,7440,8807,7907,6259,7350,751,612,885
"PHYBL_107861T0",6,5,16,11,3,13,8,0,5
"PHYBL_107877T0",1291,1252,1166,1785,1439,830,892,620,670
"PHYBL_107887T0",18,33,27,13,16,18,7,12,13
"PHYBL_107891T0",2220,2224,2200,2159,1719,1725,1658,1371,1693
"PHYBL_107910T0",312,426,542,285,203,170,131,104,128
"PHYBL_107936T0",207,232,248,292,182,180,164,121,106
"PHYBL_107947T0",665,713,728,516,515,353,399,226,324
"PHYBL_107969T0",60,116,87,101,72,100,73,53,56
"PHYBL_107970T0",1222,1214,1579,2238,1961,1433,1172,1052,1203
"PHYBL_107982T0",3690,4425,4155,5633,4956,3845,2443,2325,3196
"PHYBL_108002T0",379,347,699,372,237,277,317,317,322
"PHYBL_108062T0",5,16,9,17,8,58,18,8,22
"PHYBL_108077T0",2372,2433,2945,3721,2904,1984,1579,1230,1453
"PHYBL_108084T0",213,238,348,421,297,376,239,251,325
"PHYBL_108103T0",892,1015,1119,1345,929,842,593,459,635
"PHYBL_108138T0",46,62,57,12,4,8,8,14,16
"PHYBL_108178T0",2837,3471,3736,2700,2028,2362,2569,2202,2775
"PHYBL_108233T0",5357,5620,5885,6421,5004,4485,3288,2675,3675
"PHYBL_108239T0",1205,1537,2040,1291,960,991,823,848,933
"PHYBL_108245T0",448,366,413,752,679,437,390,255,368
"PHYBL_108249T0",416,466,418,443,307,319,248,183,260
"PHYBL_108288T0",53.9629152374291,47.4496978273478,46.9886196575024,36.8456337827933,19.3848767654561,21.185027861455,22.0109259497602,11.4072691482286,26.660058854569
"PHYBL_108290T0",2241,2740,2670,1153,898,806,1650,1633,1744
"PHYBL_108310T0",98,181,182,155,85,132,52,25,55
"PHYBL_108315T0",0,0,0,0,0,0,0,0,0
"PHYBL_108316T0",1872,2037,2251,2400,1776,1721,1436,1540,1622
"PHYBL_108322T0",701,816,761,713,545,537,844,758,744
"PHYBL_108324T0",463,367,366,13,12,11,31,25,51
"PHYBL_108340T0",71,99,113,135,87,118,53,43,78
"PHYBL_108349T0",878,1571,1989,2209,1174,1461,4805,4437,4478
"PHYBL_10834T0",1102,1282,1354,1622,1126,1218,1065,1029,1086
"PHYBL_108350T0",4743,4738,5168,10169,6594,5321,4970,4224,5087
"PHYBL_108369T0",179,130,143,6,7,6,24,38,43
"PHYBL_108374T0",56,39,49,7,2,1,8,9,13
"PHYBL_108391T0",3349,4495,6319,3851,2622,3307,1689,1550,1940
"PHYBL_108458T0",2347,2753,2668,2328,1779,1524,1693,1634,1419
"PHYBL_108477T0",461,613,623,859,588,519,479,376,500
"PHYBL_108488T0",1072,1217,760,838,844,396,457,376,345
"PHYBL_108531T0",19,25,35,149,114,156,38,26,42
"PHYBL_108565T0",631,683,542,512,518,394,283,289,250
"PHYBL_108575T0",1742,1973,1959,2783,1869,2132,1680,1600,1823
"PHYBL_108618T0",1783,2236,2381,712,422,609,158,155,239
"PHYBL_108656T0",1046,947,787,345,267,204,186,142,208
"PHYBL_108717T0",0,0,0,0,0,0,0,0,0
"PHYBL_108718T0",367,422,409,580,377,555,427,445,602
"PHYBL_108720T0",948,1080,1023,888,961,543,315,243,366
"PHYBL_108723T0",2321,2586,1939,1444,1338,529,168,111,217
"PHYBL_108731T0",301,347,374,302,246,191,288,240,323
"PHYBL_108746T0",2429,2583,2990,3893,2667,2324,1927,1728,2110
"PHYBL_108753T0",140,69,83,5,4,3,25,28,22
"PHYBL_108764T0",629,681,686,1526,1146,1466,429,388,474
"PHYBL_108773T0",678,673,1039,1132,634,817,690,519,849
"PHYBL_108806T0",323,376,365,1281,961,674,285,244,378
"PHYBL_108812T0",3219,3320,4463,7687,4697,4191,2653,2509,2751
"PHYBL_108823T0",745,760,768,1227,808,697,569,460,529
"PHYBL_108829T0",1330,1715,1688,2208,1782,1881,983,701,1106
"PHYBL_108840T0",266,261,344,524,333,358,355,386,418
"PHYBL_108846T0",107,115,148,257,156,201,44,45,53
"PHYBL_108851T0",283,297,468,360,269,273,292,198,221
"PHYBL_108868T0",2117,2517,2725,3607,2395,2253,869,651,1296
"PHYBL_108869T0",24,31,64,85,51,42,17,22,72
"PHYBL_108882T0",17781.98287827,19624.9869216803,14837.9555342719,8781.9963402059,6092.99303650621,9142.99720933533,3874,3133,3987.2569178677
"PHYBL_108914T0",760,840,1040,1113,704,905,579,574,626
"PHYBL_108938T0",0,0,0,0,0,0,0,0,0
"PHYBL_108945T0",6274,5999,5732,4932,4826,2861,2843,1798,2269
"PHYBL_108948T0",176,164,169,85,86,60,72,61,67
"PHYBL_108956T0",294,246,325,2241,1821.09614983961,1768.18417222535,994,686,797.083096930229
"PHYBL_108959T0",353,633,762,823,581,811,345,278,618
"PHYBL_108964T0",0,0,0,0,0,0,0,0,0
"PHYBL_108983T0",795,654,720,1448,910,933,373,558,898
"PHYBL_108993T0",457,528,430,562,359,439,274,180,248
"PHYBL_109010T0",441,491,606,762,518,520,406,288,335
"PHYBL_109013T0",212,255,307,298,238,238,97,78,96
"PHYBL_109039T0",25.5120230433684,46.4081534987155,48.9831528433123,221.841915378155,85.9948985077759,68.653391768721,783.054348365458,841.583363747626,849.914547754759
"PHYBL_109041T0",426,521,543,806.420899141045,434.351757877636,589,416,318,521
"PHYBL_109043T0",81,96,159,39,25,34,14,31,25
"PHYBL_109058T0",1673,1736,1748,3884,2493,2952,3438,2445,3593
"PHYBL_109106T0",0,0,0,0,0,0,0,0,0
"PHYBL_109138T0",363,261,178,70,26,17,387,422,366
"PHYBL_109142T0",502,622,626,909,576,752,431,335,352
"PHYBL_109147T0",675,835,934,1003,631,919,554,584,717
"PHYBL_109153T0",1050,1002,1055,1083,1019,592,502,373,392
"PHYBL_109157T0",13003.9347887056,16431.1910772043,14063.180930446,9815.38733069142,9842.137137862,6773.67409973724,7582.49368162918,5956.15276911555,8547.04058178241
"PHYBL_109165T0",626,748,809,1021,695,837,375,346,422
"PHYBL_109215T0",140,150,333,2,4,2,67,95,109
"PHYBL_109229T0",914,1036,1024,776,487,622,221,311,291
"PHYBL_109263T0",190,244,221,224,137,189,134,112,162
"PHYBL_109313T0",608,741,904,1541,990,1078,636,684,722
"PHYBL_109330T0",905,959,955,609,423,368,436,384,417
"PHYBL_109339T0",633,683,762,765,584,792,286,201,335
"PHYBL_109340T0",1917,3076,4349,2651,1746,2736,2118,2463,3397
"PHYBL_109347T0",336,368,299,816,518,512,440,424,425
"PHYBL_109349T0",91,117,114,119,92,107,83,64,87
"PHYBL_109350T0",469,463,386,509,390,345,238,200,275
"PHYBL_109354T0",621,1094,958,768,640,714,566,457,634
"PHYBL_109375T0",19,14,9,0,2,5,17,21,23
"PHYBL_109385T0",24,29,41,13,9,36,12,14,5
"PHYBL_109402T0",211,277.322836294998,337.390351238172,403,242.322689732147,331,113,84,129
"PHYBL_109406T0",159,199,199,363,249,278,435,414,402
"PHYBL_109407T0",190,284,299,317,241,307,102,66,99
"PHYBL_109420T0",63,73,83,64,31,64,176,248,216
"PHYBL_109486T0",38,51,32,80,57,68,27,23,35
"PHYBL_109503T0",13704,15105,12187,11645,9957,8727,8705,6763,9244
"PHYBL_109513T0",2,11,7,30,20,20,6,2,1
"PHYBL_109537T0",3,12.1419350729398,0,4,2.45488875476177,0.999593860344224,2.70415172352622e-07,4.81690638490711e-08,0
"PHYBL_109572T0",0,0,0.576199803504121,0,0,0,0,0,0.086431643641011
"PHYBL_109595T0",657,1213,1885,60,45,69,27,49,180
"PHYBL_109620T0",7,5,7,4,2,6,1,3,7
"PHYBL_109625T0",119,110,107,50,43,32,65,52,74
"PHYBL_109641T0",5302,5361.50568947281,6053,3065.26063891026,3476.02126737559,2897,4714.61931919572,3657.30174030824,3120.41671050547
"PHYBL_109646T0",1038,1272,1422,1709,1102,1558,1031,963,1233
"PHYBL_109665T0",20,19,69,5,0,1,41,56,41
"PHYBL_109669T0",116,142,179,220,153,191,116,87,118
"PHYBL_109684T0",0,0,0,0,0,0,0,0,0
"PHYBL_109698T0",235,307,392,360,264,381,176,179,166
"PHYBL_109706T0",35,59,38,34,23,39,31,26,38
"PHYBL_109716T0",1467,1296,1390,1431,1305,729,932,599,747
"PHYBL_109737T0",418,419,499,658,497,409,478,386,398
"PHYBL_109741T0",186,250,309,332,249,227,136,117,206
"PHYBL_109742T0",894,1096,1196,1378,1276,900,602,346,573
"PHYBL_109757T0",491,363,621,523,337,455,301,178,360
"PHYBL_109796T0",1064,1197,861,1068,737,790,104,50,59
"PHYBL_109808T0",1836,1777,1776,5575,4062,3381,1389,962,1483
"PHYBL_109828T0",495,474,487,452,298,344,233,190,228
"PHYBL_109842T0",197,209,223,195,81,122,122,145,94
"PHYBL_109875T0",2143,1684,1631,625,226,286,72,162,208
"PHYBL_109892T0",1696,1911,1942,2173,1635,1469,1002,763,1027
"PHYBL_109910T0",2157,2223,2045,2147,1992,1201,542,344,541
"PHYBL_109960T0",95,166,173,208,129,145,110,81,99
"PHYBL_109964T0",5039,5229,4448,14861,9833,9150,3628,2277,3954
"PHYBL_109973T0",1396,1739,1919,2203,1643,1707,1022,819,1136
"PHYBL_109978T0",674,841,712,610,392,447,214,150,238
"PHYBL_110012T0",287,434,337,672,400,440,115,78,127
"PHYBL_110014T0",257,251,283,176,100,139,72,70,82
"PHYBL_110058T0",395,442,510,806,541,556,376,264,287
"PHYBL_110069T0",53,80,84,0,0,0,19,7,168
"PHYBL_110097T0",71,33,70,20,14,12,32,8,24
"PHYBL_110160T0",299,322,448,920,521,623,254,271,259
"PHYBL_110163T0",0,0,0,0,0,0,0,0,0
"PHYBL_110164T0",253,290,393,342,225,241,220,174,192
"PHYBL_110191T0",7452,8661,9194,9606,6913,6447,6741,5015,6072
"PHYBL_110214T0",70,72,85,74,32,71,47,52,44
"PHYBL_110226T0",341,348,603,6,2,0,61,139,99
"PHYBL_110261T0",409,426,530,970,625,515,330,242,275
"PHYBL_110294T0",1056,1417,1334,1251,1040,953,923,779,1149
"PHYBL_110302T0",3816,4094,4743,6574,4789,3811,2165,1430,2643
"PHYBL_110337T0",0,0,0,0,0,0,0,0,0
"PHYBL_110360T0",544,716,861,1001,666,811,367,307,537
"PHYBL_110373T0",1734,1757,1621,2805,1761,1652,2341,1447,2163
"PHYBL_110377T0",229,216,337,585,370,494,235,213,269
"PHYBL_110386T0",702,775,1203,616,525,552,422,393,473
"PHYBL_110393T0",740,949,856,1053,686,898,496,404,517
"PHYBL_110474T0",382,359,451,189,125,103,91,85,86
"PHYBL_110497T0",301,275,281,323,275,174,362,242,227
"PHYBL_110518T0",204,223,258,306,239,142,173,106,108
"PHYBL_110529T0",1946,2720,2818,2742,2579,2259,2239,1609,2032
"PHYBL_110543T0",6,17,15,281,231,87,91,76,86
"PHYBL_110566T0",1688,1872,2180,6587,4234,4132,2450,1810,2425
"PHYBL_110598T0",204,178,173,177,150,97,164,132,173
"PHYBL_110619T0",504,640,657,623,449,436,408,325,426
"PHYBL_110625T0",290,328,304,442,419,233,167,84,136
"PHYBL_110633T0",156,231,303,527,317,497,222,228,211
"PHYBL_110639T0",3305,3218,2870,2107,1826,1401,2823,2411,2200
"PHYBL_110658T0",831,740,727,717,440,530,570,438,597
"PHYBL_110683T0",16,7,14,2,2,5,0,0,0
"PHYBL_110691T0",4732,4618,4753,7987,6755,4140,2663,1912,2880
"PHYBL_110721T0",1048,1106,907,865,789,538,834,702,805
"PHYBL_110748T0",481,511,604,539,474,359,344,224,347
"PHYBL_110754T0",34,51,39,7,9,4,1,7,5
"PHYBL_110785T0",0,6,12,215,234,58,12,0,2
"PHYBL_110884T0",50,22,12,9,5,4,5,5,9
"PHYBL_110897T0",9932,9910,9187,13511,11411,6020,5303,3825,4965
"PHYBL_110931T0",1691,1636,1973,2289,1554,1261,1292,932,832
"PHYBL_110940T0",1786,1739,1411,1612,1935,757,729,462,359
"PHYBL_110945T0",29,38,62,50,39,56,52,28,48
"PHYBL_110985T0",552,579,647,887,648,783,786,580,699
"PHYBL_111020T0",259,312,346,290,193,262,138,130,131
"PHYBL_11102T0",797,966,1185,1864,1046,1322,557,496,603
"PHYBL_111049T0",186,202,207,171,125,174,166,116,193
"PHYBL_111068T0",217,369,405,395,247,366,218,202,254
"PHYBL_111100T0",62,77,72,169,95,109,80,68,87
"PHYBL_111119T0",43,51,63,107,74,82,42,45,86
"PHYBL_111133T0",1983,2616,2526,2595,2413,1778,875,679,849
"PHYBL_111191T0",7571,7446,8143,5491,2619,1601,8586,9000,8953
"PHYBL_111198T0",190,257,267,387,287,256,180,125,146
"PHYBL_111203T0",654,831,818,660,529,492,504,486,495
"PHYBL_111204T0",0,0,0,0,0,0,0,0,0
"PHYBL_111248T0",97,166,199,36,13,49,370,1022,683
"PHYBL_111254T0",226,260,365,285,180,197,200,252,249
"PHYBL_111261T0",2358,2755,2799,2513,1906,1896,1542,1355,1590
"PHYBL_111269T0",44,63,72,870,620,729,157,70,141
"PHYBL_111270T0",731,928,979,1021,776,752,629,549,631
"PHYBL_11131T0",631,759,870,1070,860,896,573,404,619
"PHYBL_111325T0",0,0,0,0,0,0,0,0,0
"PHYBL_111328T0",2371,2615,2732,3760,2578,2308,1889,1814,1836
"PHYBL_111333T0",70,90,112,98,77,93,48,39,61
"PHYBL_111355T0",13,17,42,22,13,7,8,3,6
"PHYBL_111376T0",584,668,724,772,512,600,635,692,663
"PHYBL_111381T0",3230,4153,3912,6449,4219,4902,2519,1938,2506
"PHYBL_111385T0",1,2,5,3,2,4,1,0,6
"PHYBL_111395T0",585,598,821,992,795,580,523,413,472
"PHYBL_111402T0",288,317,296,616,414,355,293,230,311
"PHYBL_111417T0",1007,1176,1087,1429,1190,997,801,584,891
"PHYBL_111447T0",29,33,60,2,4,21,16,25,9
"PHYBL_111450T0",2697,2625,3330,2887,2654,1718,1601,1282,1428
"PHYBL_111544T0",779,844,1034,1578,886,859,566,578,613
"PHYBL_111568T0",200,170,293,253,172,193,165,150,145
"PHYBL_111594T0",253,281,370,475,289,404,248,162,224
"PHYBL_111597T0",279,366,454,723,507,523,278,251,323
"PHYBL_111647T0",929,965,1057,1477,863,753,547,605,634
"PHYBL_111655T0",0,0,0,0,0,0,0,0,0
"PHYBL_111658T0",742,625,628,638,605,409,376,245,271
"PHYBL_111665T0",909,861,943,1746,1529,946,584,350,491
"PHYBL_111666T0",10,14,10,29,13,9,13,4,11
"PHYBL_111683T0",901,899,1017,807,629,417,311,281,294
"PHYBL_111684T0",1289,1390,1716,2070,1423,1128,2102,1857,1883
"PHYBL_111688T0",712,675,709,361,405,321,285,230,233
"PHYBL_111699T0",5460,8380,9433,6828,4212,4783,2361,2605,3884
"PHYBL_111733T0",78,108,144,130,94,108,64,60,87
"PHYBL_111739T0",1865,2443,3509,2675,1881,2554,1170,1077,1593
"PHYBL_111753T0",21,24,27,28,22,17,14,12,15
"PHYBL_111755T0",208,213,245,270,194,191,142,120,148
"PHYBL_111764T0",332,395,453,433,244,236,306,257,275
"PHYBL_111766T0",0,0,0,0,0,0,0,0,0
"PHYBL_111778T0",0,0,0,0,0,0,0,0,0
"PHYBL_111803T0",328,414,541,831,525,766,483,505,639
"PHYBL_111822T0",9377,10351,10245,7925,6097,5910,4796,4329,4926
"PHYBL_111830T0",575,656,661,1329,930,1073,326,267,543
"PHYBL_111836T0",66,56,97,103,67,100,68,98,89
"PHYBL_111853T0",0,0,0,0,0,0,0,0,0
"PHYBL_111858T0",573,705,720,605,432,437,273,198,239
"PHYBL_111874T0",311,283,358,297,213,290,367,364,377
"PHYBL_111893T0",94,75,59,136,98,78,65,44,54
"PHYBL_111901T0",718,1017,1022,1051,828,823,487,404,607
"PHYBL_111940T0",1096,1224,1327,1268,1084,671,601,444,615
"PHYBL_111945T0",263,371,377,425,361,446,249,210,266
"PHYBL_11194T0",236,110,149,286,208,109,82,137,159
"PHYBL_111952T0",1566,1667,1352,12128,7722,7502,1467,703,644
"PHYBL_111958T0",42.6598584791789,76.7380781005142,40.1343196085006,126.057705824652,130.788760075318,79,152.542735090814,166.79571668653,114.029820030744
"PHYBL_111972T0",1553,1606,1765,2187,1549,1483,833,665,971
"PHYBL_111974T0",1483,1792,1874,1261,1125,999,942,780,980
"PHYBL_111980T0",383,620,654,314,215,487,1038,990,870
"PHYBL_111993T0",0,0,0,0,0,0,0,0,0
"PHYBL_112008T0",61,71,64,97,68,63,17,23,36
"PHYBL_112024T0",137,159,171,125,68,96,67,56,63
"PHYBL_112040T0",308,351,356,653,416,469,279,202,297
"PHYBL_112042T0",410,437,372,837,575,572,314,202,351
"PHYBL_112060T0",993,852,845,253,189,175,271,261,355
"PHYBL_112086T0",709,672,627,316,253,204,423,407,455
"PHYBL_112151T0",88,112,106,51,17,46,18,18,28
"PHYBL_112159T0",7,11,3,10,8,11,2,1,3
"PHYBL_112184T0",1171,1344,1803,1011,900,975,868,702,726
"PHYBL_112188T0",1427,1884,1852,1076,1033,853,797,913,1082
"PHYBL_1121T0",3336,3751,3777,2474,1678,1978,1421,1098,1422
"PHYBL_112226T0",271,272,301,364,219,255,201,158,173
"PHYBL_112298T0",382,464,389,979,620,986,240,130,211
"PHYBL_112300T0",333,374,429,273,213,265,155,158,184
"PHYBL_112330T0",2,4,4,0,5,2,2,0,2
"PHYBL_112334T0",7748,9206,7575,9924,7833,5782,10486,8440,10427
"PHYBL_112357T0",1466,1658,1985,3056,1810,2124,1107,932,1213
"PHYBL_112379T0",3549,6272,8641,2974,1679,2668,1635,2125,3069
"PHYBL_11237T0",451,567,921,595,415,599,440,354,346
"PHYBL_112383T0",704,831,765,877,673,708,434,370,437
"PHYBL_112385T0",977,1443,1366,2654,1648,2203,951,597,836
"PHYBL_112394T0",100,126,159,65,51,67,53,56,80
"PHYBL_112411T0",2859,3463,3609,2361,1877,2090,1335,1019,1331
"PHYBL_112418T0",347,392,535,329,222,269,269,244,234
"PHYBL_112423T0",3549,3726,4473,8986,6722,5227,3363,2640,3074
"PHYBL_112426T0",1081,1095,896,215,320,199,120,95,76
"PHYBL_112435T0",34,54,82,14,13,13,6,7,6
"PHYBL_112446T0",87,113,111,122,113,143,63,48,75
"PHYBL_112449T0",0,0,0,0,0,0,0,0,0
"PHYBL_112460T0",555,547,455,1214,729,913,435,263,322
"PHYBL_112466T0",157,158,370,2,2,1,18,74,41
"PHYBL_112469T0",2461,2686,2391,3064,2594,1934,605,417,712
"PHYBL_11246T0",8122,9553,10200,5918,5154,4312,1168,761,1199
"PHYBL_112479T0",68,69,89,296,201,277,73,153,212
"PHYBL_112501T0",1031,1317,1004,1462,966,900,291,202,233
"PHYBL_112506T0",9,6,11,14,9,11,15,50,13
"PHYBL_112518T0",888,1040,1234,1013,662,795,821,829,792
"PHYBL_112527T0",52.9198186845436,68.2304791871722,73.8071215307017,141.072028540272,56.2076907870979,82.979961891827,35.5424841281002,41.3988175147643,64.3338815487849
"PHYBL_112544T0",1449,1461,1420,1829,1510,1002,1103,818,909
"PHYBL_112566T0",537,503,516,451,440,251,280,201,242
"PHYBL_112573T0",475,378,463,936,595,484,310,234,349
"PHYBL_112583T0",174,142,198,136,83,96,101,102,112
"PHYBL_112609T0",136,203,260,257,211,260,144,124,173
"PHYBL_112632T0",9,11,8,42,30,14,5,11,7
"PHYBL_112639T0",277,356,452,445,311,370,222,176,285
"PHYBL_112669T0",4093,5134,5658,5579,4057,4395,3134,3312,3826
"PHYBL_112684T0",879,961,836,683,662,460,364,253,433
"PHYBL_11269T0",317,218,233,43,11,17,29,57,49
"PHYBL_11270T0",653,966,1085,1231,788,996,681,644,914
"PHYBL_112724T0",240,257,323,331,251,187,220,191,235
"PHYBL_112725T0",682,677,920,993,701,668,456,554,407
"PHYBL_112735T0",228,228,226,276,193,191,167,113,147
"PHYBL_112767T0",1125,1127,1016,746,628,480,471,354,444
"PHYBL_112799T0",726,967,1142,1884,985,1393,479,461,454
"PHYBL_112813T0",1115,1320,1261,381,415,352,421,381,388
"PHYBL_112838T0",1.059203612935,0,0,0.522497706944887,0,0,0.961069385093218,0,2.86521689955023
"PHYBL_112851T0",1097,924,754,308,212,210,124,78,112
"PHYBL_112883T0",427,398,388,310,192,239,281,317,324
"PHYBL_112892T0",701,667,685,853,799,474,334,296,360
"PHYBL_112902T0",595,668,850,1050,604,769,446,451,514
"PHYBL_112938T0",438,351,334,167,97,138,183,111,186
"PHYBL_112979T0",198,136,158,20,11,35,12,5,19
"PHYBL_112997T0",1475,1566,1430,2555,2533,2072,816,577,935
"PHYBL_113012T0",87,113,152,128,82,92,78,90,94
"PHYBL_113013T0",206,221,253,871,537,769,219,178,253
"PHYBL_113015T0",822,980,1042,1249,855,825,558,560,702
"PHYBL_113036T0",1359,1372,1588,1986,1420,1146,879,700,801
"PHYBL_113043T0",741,737,676,813,679,740,285,180,290
"PHYBL_113057T0",0,2,0,0,0,0,0,0,0
"PHYBL_113060T0",269,213,159,112,67,85,23,31,50
"PHYBL_113073T0",0.984933220095016,0,0,0,0,0,0,0,0
"PHYBL_113116T0",925,1104,1106,1144,888,834,646,612,736
"PHYBL_113126T0",136,162,151,86,53,44,38,49,30
"PHYBL_113141T0",1092,1011,1026,691,531,420,611,520,589
"PHYBL_113143T0",491,669,781,740,457,633,330,252,300
"PHYBL_113185T0",407,529,545,319,252,249,156,111,163
"PHYBL_113189T0",439,616,706,689,511,422,255,204,227
"PHYBL_113216T0",2307,3101,2930,1519,1178,1184,2070,1500,2187
"PHYBL_113218T0",402.50099530795,445.882607843659,452.78296897869,5583.79761443397,3235.03486517967,5048.13868935778,6956.8162204011,5385.64116915919,8157.0732232972
"PHYBL_113255T0",178,169,165,67,68,43,21,7,6
"PHYBL_113284T0",4246,4671,4747,4899,3909,2802,1739,1263,1465
"PHYBL_113290T0",363,326,309,632,493,335,444,291,413
"PHYBL_113332T0",399,409,442,616,446,379,259,216,260
"PHYBL_113343T0",0,0,0,0,0,0,0,0,0
"PHYBL_113395T0",186,139,240,257,134,188,113,76,104
"PHYBL_11342T0",52,82,214,0,0,1,11,16,18
"PHYBL_113448T0",66,77,94,140,59,92,77,77,102
"PHYBL_113460T0",0,0,0,0,0.548734795074235,0.000406139655776392,3.04221817679759,1.99999995183094,1
"PHYBL_113478T0",930,949,1097,1238,864,762,728,612,785
"PHYBL_113490T0",1914,2530,2569,4693,2987,3139,1555,1183,1572
"PHYBL_113520T0",460,530,496,618,510,533,262,206,301
"PHYBL_113606T0",271,222,386,953,515,606,576,560,564
"PHYBL_113625T0",1937,2450,2666,2915,2153,2041,1176,942,1466
"PHYBL_113679T0",791,1042,1077,1326,1103,1182,348,395,566
"PHYBL_113748T0",2598,3615,2636,3991,3130,3626,1711,918,2134
"PHYBL_113755T0",1767,2065,1900,2199,1596,1713,948,846,1020
"PHYBL_113756T0",239,213,412,513,312,353,255,304,342
"PHYBL_113765T0",739,775,1151,1507,775,882,628,576,582
"PHYBL_113773T0",307,283,376,535,332,462,172,151,203
"PHYBL_113796T0",509,478,545,715,437,447,269,266,267
"PHYBL_113820T0",92,182,154,533,429,240,105,129,126
"PHYBL_113822T0",1076,1101,967,594,558,453,335,362,297
"PHYBL_11382T0",60,54,89,127,56,67,14,15,21
"PHYBL_113882T0",453,691,743,1496,914,1074,447,284,423
"PHYBL_113898T0",328,383,289,819,625,630,350,218,284
"PHYBL_113903T0",0,0,0,0,0,0,0,0,0
"PHYBL_113906T0",0,0,0,0,0,0,0,0,0
"PHYBL_113947T0",227,178,195,132,85,127,45,47,86
"PHYBL_113948T0",1926,1897,2585,2691,2282,1901,1577,1276,1148
"PHYBL_113964T0",0,0,0,0,0,0,0,0,0
"PHYBL_114001T0",88,106,155,190,134,137,51,63,57
"PHYBL_114052T0",5550,6007,6509,5728,5069,3378,2025,1385,2825
"PHYBL_114092T0",917,1026,1185,2120,1270,1119,504,395,473
"PHYBL_114101T0",400,606,1050,439,260,421,297,419,702
"PHYBL_114105T0",1597,1882,2089,1851,1247,1599,1344,1153,1565
"PHYBL_114125T0",129,96,108,357,379,242,82,75,99
"PHYBL_114129T0",486,530,681,738,435,376,266,291,312
"PHYBL_114139T0",693,764,836,807,623,583,548,417,580
"PHYBL_114176T0",1305,1617,1665,1476,1046,1203,815,739,929
"PHYBL_114208T0",0,0,0,0,0,0,0,0,0
"PHYBL_114211T0",1167,1325,1336,2120,1205,1458,646,568,786
"PHYBL_114231T0",130,130,154,177,117,131,55,41,56
"PHYBL_114253T0",389,428,521,639,386,428,208,210,262
"PHYBL_11425T0",1443,1671,1958,2819,1848,1910,958,789,1010
"PHYBL_114261T0",0,0,0.353759082918714,0,0,0,0,0,0.8149076775935
"PHYBL_114263T0",667,577,711,973,751,692,982,1050,1194
"PHYBL_114281T0",2270,2113,1841,1464,1400,889,881,626,907
"PHYBL_114288T0",0,0,0.023347037859055,0,0,0,0,0,0.0328868929218298
"PHYBL_114289T0",7187.97262522203,8319.94882413693,127470.377973548,9045.00829747107,6207.59747211387,22067.2707644892,211023.974319903,253230.519993798,233336.300464654
