"","BC.r1","BC.r2","BC.r3","Pre.r1","Pre.r2","Pre.r3","Pos.r1","Pos.r2","Pos.r3"
"PHYBL_87373T0",48.9397505534994,62.7012599967363,32.5982916946971,45.4848643021362,41.2979254291092,59.0302942562159,25.4969407657265,28.8894778049492,36.4316504175632
"PHYBL_87438T0",2.50385064677549,3.05170797913462,2.10110051573535,3.62318385408962,2.57401338481278,3.77779018469932,1.3599967850648,1.25925845940019,1.54446151606779
"PHYBL_87448T0",4.06945941377664,5.10805279609539,3.94308931398424,3.15707457951223,3.03266064632262,3.53792135465977,2.35256434895905,3.05717679687391,3.58104923729188
"PHYBL_87497T0",13.2991503910072,12.7770577571166,7.04704287479273,0.134703730890283,0.0395697190098458,0.0644469136433214,0.159703145600181,0.28971581564908,0.353731816911813
"PHYBL_87548T0",2.8998239411923,3.6839459721341,2.41745708589461,3.62012837974629,3.06793371793086,4.01111306485318,1.49729751047844,1.72944523060246,1.963903838001
"PHYBL_87566T0",18.0606326494127,19.2689770044885,10.7291586114793,24.6485172557201,22.4253137207463,26.6409647696629,11.1564878090392,9.23466884384707,10.9563448354393
"PHYBL_87573T0",9.70777764967702,13.2414888996856,7.58153877710322,14.1881732296941,11.3571784504198,19.5008083296288,7.17541012489506,6.66862071849486,7.83917590538552
"PHYBL_87636T0",7.25316666384665,7.31769089056889,3.76305002444386,12.208056023306,10.613226714594,10.7048101994575,4.53188926259588,3.48016470378789,6.27936904627667
"PHYBL_87673T0",25.82834249089,33.7411222325858,20.0167888663267,68.8809866587367,62.0185274982684,60.3823727161053,23.2907403631806,21.1983680913774,34.6931941472134
"PHYBL_87680T0",7.22575209278792,8.7259970801495,5.57319836774443,10.3732201358548,8.03788197682822,13.3387403309622,4.6888216987271,3.90475270477344,4.45151170903211
"PHYBL_87681T0",8.28047726959959,10.7021847766289,5.63478715085193,6.83949582438391,6.04503285313012,7.47683170908183,1.89263899548907,1.52902585500131,1.78962989496487
"PHYBL_87709T0",16.8011767714997,29.780205142659,14.9654685273199,15.6048839436615,13.7799840004435,16.1875576336742,1.63611074717333,1.71930298088218,2.90220930093846
"PHYBL_87721T0",4.95621695406933,5.98831849369544,5.21150867790592,6.80965911552502,4.50667948607674,7.6015741613377,6.22180911099108,6.65477502228481,7.39383059547885
"PHYBL_87748T0",2.01529136090526,2.53180250533512,1.78133578450446,3.50549990370966,2.73999399791263,3.69689587183031,1.47228625581139,1.15218697529338,1.65016645000528
"PHYBL_87772T0",6.55622273363081,8.65214338906256,5.16085632801535,12.5432884969605,8.19174586504983,14.0785133451349,2.34225384443779,2.15497260163485,2.91699192050682
"PHYBL_87796T0",10.1247182083865,7.00062167566892,4.12934485931918,8.1240985031159,7.38758152929291,8.55605006717967,6.74977634835001,5.97588208665687,7.98789696139912
"PHYBL_87822T0",5.46285446359261,5.46193543350067,4.33982724765361,8.7007773444234,6.42747070981838,7.95614775314984,1.961566317649,2.06317377085048,2.29188788264353
"PHYBL_87869T0",29.5232656068595,31.9335298330007,15.0207179904995,19.5274943001751,20.0404681842002,22.1470898881413,6.64176258803934,5.10115171485836,7.13019259046858
"PHYBL_87880T0",1.13075250990109,1.90692771970159,1.07586475286987,2.2477874406528,1.9723892766412,2.68098770071055,0.443874196075649,0.481448932342401,0.404793433474902
"PHYBL_87911T0",3.0710669927701,4.45088164620446,2.18738183589643,6.91311097964379,8.0330630533051,6.71219042248619,3.77960673882569,1.7666533284716,2.44787366993896
"PHYBL_87937T0",5.84033365745524,8.10091292931526,5.27944758062136,15.5434869594782,11.8716856171038,19.8758596862198,5.64137896315869,4.97394265484466,7.30813082772473
"PHYBL_87970T0",3.07424805700573,4.67136327738265,2.71854502909577,2.78804964877055,1.47263868031031,2.88091361233372,0.905861796406873,0.858605306806069,1.30685497968169
"PHYBL_88021T0",20.4886518484961,21.265743175731,8.50074066317095,6.14911180977887,6.8581905359242,5.31768334439934,0.968162547460147,1.21593465584086,1.05323268974401
"PHYBL_88026T0",5.90472705317939,7.39981775778673,4.80746175159887,12.2334068855992,11.7088770521026,14.2865963218869,3.88177012292017,3.28665676810569,4.68201971664906
